2008,08,25, 50056
2008,08,26, 50056
2008,08,27, 50056
2008,08,28, 50056
2008,08,29, 50056
2008,09,02, 50056
2008,09,03, 50056
2008,09,04, 50056
2008,09,05, 50038
2008,09,08, 50066
2008,09,09, 50033
2008,09,10, 50037
2008,09,11, 50017
2008,09,12, 50017
2008,09,15, 50017
2008,09,16, 48353
2008,09,17, 45545
2008,09,18, 46640
2008,09,19, 49234
2008,09,22, 50371
2008,09,23, 50320
2008,09,24, 50168
2008,09,25, 50161
2008,09,26, 50170
2008,09,29, 49687
2008,09,30, 50880
2008,10,01, 51340
2008,10,02, 51409
2008,10,03, 51471
2008,10,06, 50605
2008,10,07, 50131
2008,10,08, 49709
2008,10,09, 47370
2008,10,10, 47964
2008,10,13, 51318
2008,10,14, 53304
2008,10,15, 50802
2008,10,16, 52238
2008,10,17, 52305
2008,10,20, 53189
2008,10,21, 52839
2008,10,22, 51937
2008,10,23, 51615
2008,10,24, 50770
2008,10,27, 50361
2008,10,28, 53275
2008,10,29, 53719
2008,10,30, 54038
2008,10,31, 54318
2008,11,03, 54838
2008,11,04, 55590
2008,11,05, 54803
2008,11,06, 53374
2008,11,07, 53999
2008,11,10, 53377
2008,11,11, 52728
2008,11,12, 50793
2008,11,13, 52342
2008,11,14, 51716
2008,11,17, 49894
2008,11,18, 49716
2008,11,19, 45288
2008,11,20, 43304
2008,11,21, 44773
2008,11,24, 47663
2008,11,25, 48232
2008,11,26, 49567
2008,11,28, 49719
2008,12,01, 49675
2008,12,02, 50214
2008,12,03, 50636
2008,12,04, 50309
2008,12,05, 50666
2008,12,08, 50943
2008,12,09, 50927
2008,12,10, 51057
2008,12,11, 50877
2008,12,12, 50867
2008,12,15, 50714
2008,12,16, 51487
2008,12,17, 51377
2008,12,18, 51355
2008,12,19, 51328
2008,12,22, 50949
2008,12,23, 50809
2008,12,24, 50816
2008,12,26, 50848
2008,12,29, 50886
2008,12,30, 51086
2008,12,31, 51130
2009,01,02, 51130
2009,01,05, 51130
2009,01,06, 51177
2009,01,07, 51163
2009,01,08, 51206
2009,01,09, 51170
2009,01,12, 50893
2009,01,13, 50836
2009,01,14, 50274
2009,01,15, 50289
2009,01,16, 50514
2009,01,20, 49558
2009,01,21, 50286
2009,01,22, 49912
2009,01,23, 50205
2009,01,26, 50263
2009,01,27, 50288
2009,01,28, 50609
2009,01,29, 50512
2009,01,30, 50161
2009,02,02, 49927
2009,02,03, 50073
2009,02,04, 49922
2009,02,05, 50059
2009,02,06, 50482
2009,02,09, 50486
2009,02,10, 49912
2009,02,11, 50276
2009,02,12, 50155
2009,02,13, 49948
2009,02,17, 49222
2009,02,18, 49219
2009,02,19, 49065
2009,02,20, 49012
2009,02,23, 48344
2009,02,24, 50123
2009,02,25, 50072
2009,02,26, 50503
2009,02,27, 49836
2009,03,02, 49021
2009,03,03, 48615
2009,03,04, 49001
2009,03,05, 47768
2009,03,06, 47547
2009,03,09, 47991
2009,03,10, 50477
2009,03,11, 51054
2009,03,12, 52757
2009,03,13, 52880
2009,03,16, 52827
2009,03,17, 52934
2009,03,18, 53080
2009,03,19, 52986
2009,03,20, 52887
2009,03,23, 53759
2009,03,24, 53517
2009,03,25, 53563
2009,03,26, 53841
2009,03,27, 53714
2009,03,30, 53536
2009,03,31, 53557
2009,04,01, 53753
2009,04,02, 54163
2009,04,03, 54892
2009,04,06, 54722
2009,04,07, 54600
2009,04,08, 54723
2009,04,09, 55627
2009,04,13, 55837
2009,04,14, 55471
2009,04,15, 55888
2009,04,16, 56075
2009,04,17, 56179
2009,04,20, 55823
2009,04,21, 56818
2009,04,22, 56707
2009,04,23, 56786
2009,04,24, 57007
2009,04,27, 56827
2009,04,28, 56697
2009,04,29, 57336
2009,04,30, 57298
2009,05,01, 57323
2009,05,04, 57799
2009,05,05, 57835
2009,05,06, 57832
2009,05,07, 57766
2009,05,08, 57850
2009,05,11, 57763
2009,05,12, 57493
2009,05,13, 56878
2009,05,14, 57133
2009,05,15, 57085
2009,05,18, 57631
2009,05,19, 57590
2009,05,20, 57521
2009,05,21, 57452
2009,05,22, 57464
2009,05,26, 57670
2009,05,27, 57470
2009,05,28, 57608
2009,05,29, 57654
2009,06,01, 57691
2009,06,02, 57682
2009,06,03, 57618
2009,06,04, 57737
2009,06,05, 57824
2009,06,08, 57823
2009,06,09, 57911
2009,06,10, 58013
2009,06,11, 58044
2009,06,12, 58054
2009,06,15, 58031
2009,06,16, 57943
2009,06,17, 57845
2009,06,18, 57854
2009,06,19, 57887
2009,06,22, 57486
2009,06,23, 57602
2009,06,24, 57702
2009,06,25, 57799
2009,06,26, 57777
2009,06,29, 57858
2009,06,30, 57819
2009,07,01, 57819
2009,07,02, 57753
2009,07,06, 57765
2009,07,07, 57654
2009,07,08, 57587
2009,07,09, 57639
2009,07,10, 57882
2009,07,13, 58220
2009,07,14, 58256
2009,07,15, 58248
2009,07,16, 58124
2009,07,17, 58124
2009,07,20, 58124
2009,07,21, 58124
2009,07,22, 58177
2009,07,23, 58253
2009,07,24, 58249
2009,07,27, 58279
2009,07,28, 58275
2009,07,29, 58275
2009,07,30, 58374
2009,07,31, 58411
2009,08,03, 58490
2009,08,04, 58492
2009,08,05, 58550
2009,08,06, 58494
2009,08,07, 58588
2009,08,10, 58585
2009,08,11, 58553
2009,08,12, 58626
2009,08,13, 58607
2009,08,14, 58607
2009,08,17, 58556
2009,08,18, 58675
2009,08,19, 58682
2009,08,20, 58777
2009,08,21, 58978
2009,08,24, 58951
2009,08,25, 58951
2009,08,26, 58951
2009,08,27, 58951
2009,08,28, 58951
2009,08,31, 58951
2009,09,01, 58892
2009,09,02, 58857
2009,09,03, 58974
2009,09,04, 59043
2009,09,08, 59142
2009,09,09, 59252
2009,09,10, 59241
2009,09,11, 59241
2009,09,14, 59248
2009,09,15, 59291
2009,09,16, 59297
2009,09,17, 59277
2009,09,18, 59286
2009,09,21, 59286
2009,09,22, 59318
2009,09,23, 59311
2009,09,24, 59186
2009,09,25, 59161
2009,09,28, 59273
2009,09,29, 59437
2009,09,30, 59492
2009,10,01, 59356
2009,10,02, 59336
2009,10,05, 59377
2009,10,06, 59420
2009,10,07, 59464
2009,10,08, 59462
2009,10,09, 59466
2009,10,12, 59437
2009,10,13, 59431
2009,10,14, 59443
2009,10,15, 59447
2009,10,16, 59418
2009,10,19, 59443
2009,10,20, 59362
2009,10,21, 59203
2009,10,22, 59403
2009,10,23, 59265
2009,10,26, 59136
2009,10,27, 58928
2009,10,28, 58566
2009,10,29, 58978
2009,10,30, 58833
2009,11,02, 58793
2009,11,03, 58955
2009,11,04, 58823
2009,11,05, 58933
2009,11,06, 58879
2009,11,09, 59110
2009,11,10, 59100
2009,11,11, 59126
2009,11,12, 59125
2009,11,13, 59118
2009,11,16, 59138
2009,11,17, 59118
2009,11,18, 59160
2009,11,19, 59139
2009,11,20, 59107
2009,11,23, 59140
2009,11,24, 59102
2009,11,25, 59122
2009,11,27, 58987
2009,11,30, 59077
2009,12,01, 59138
2009,12,02, 59211
2009,12,03, 59174
2009,12,04, 59257
2009,12,07, 59415
2009,12,08, 59476
2009,12,09, 59517
2009,12,10, 59527
2009,12,11, 59560
2009,12,14, 59645
2009,12,15, 59633
2009,12,16, 59662
2009,12,17, 59651
2009,12,18, 59704
2009,12,21, 59759
2009,12,22, 59801
2009,12,23, 59801
2009,12,24, 59830
2009,12,28, 59805
2009,12,29, 59807
2009,12,30, 59789
